timestamp,log_level
2024-11-19T08:21:20.745077,INFO
2024-05-27T04:04:10.113876,FATAL
2024-11-10T14:04:18.461605,CRITICAL
2022-01-14T22:27:40.747048,TRACE
2021-06-08T20:47:25.480569,DEBUG
2021-05-28T14:13:07.976587,INFO
2024-09-30T21:28:28.648335,DEBUG
2023-06-15T03:53:26.966283,ERROR
2024-12-07T00:14:12.551821,DEBUG
2021-12-12T10:08:34.144890,FATAL
2020-10-24T13:55:17.639198,TRACE
2024-07-04T23:58:23.456075,DEBUG
2025-02-10T05:53:22.204809,FATAL
2020-11-04T01:53:17.303019,INFO
2020-03-18T16:28:37.457498,DEBUG
2023-06-17T02:58:23.293072,DEBUG
2022-09-26T19:37:07.112481,TRACE
2021-02-02T06:13:53.306054,CRITICAL
2023-12-07T02:09:09.836777,ERROR
2021-06-28T18:07:08.102865,TRACE
2023-10-09T02:48:06.173131,ERROR
2020-12-17T16:23:47.059947,INFO
2023-05-10T03:56:42.502696,DEBUG
2022-09-29T05:26:58.456375,CRITICAL
2021-04-03T20:03:54.202795,WARN
2022-05-30T03:26:41.792547,FATAL
2023-10-31T09:09:22.293674,INFO
2021-07-13T08:51:09.073620,FATAL
2020-08-11T00:40:30.041332,INFO
2020-12-05T18:11:26.388933,CRITICAL
2020-08-23T06:15:20.064659,INFO
2023-10-11T01:47:34.017653,CRITICAL
2023-08-28T15:59:03.128451,ERROR
2020-03-06T05:26:12.314046,CRITICAL
2021-04-09T15:40:03.243847,ERROR
2023-06-14T19:25:23.105605,CRITICAL
2025-02-23T01:23:48.551866,FATAL
2020-08-03T15:03:19.718910,CRITICAL
2020-04-27T16:55:56.470453,TRACE
2020-04-24T08:04:50.391027,DEBUG
2020-08-26T12:39:25.614224,TRACE
2020-11-10T10:36:33.465837,TRACE
2022-11-22T12:11:44.809756,WARN
2024-10-19T05:53:29.273474,INFO
2022-11-03T16:46:23.510118,ERROR
2024-05-29T00:08:24.566807,TRACE
2024-09-07T01:05:05.545083,DEBUG
2021-07-20T03:52:47.921554,INFO
2023-08-23T09:22:35.145965,DEBUG
2024-08-21T11:04:21.151948,WARN
2025-01-28T11:57:15.878623,ERROR
2022-02-20T06:53:10.036906,ERROR
2023-04-01T12:01:04.531369,DEBUG
2022-10-19T22:44:56.743405,CRITICAL
2022-05-11T13:17:12.118377,CRITICAL
2022-08-27T02:21:43.930431,DEBUG
2022-03-18T17:38:55.948299,TRACE
2025-03-02T00:09:28.810946,INFO
2023-07-09T13:00:22.711118,DEBUG
2022-08-02T10:16:48.489499,DEBUG
2025-02-04T00:53:06.315471,FATAL
2020-02-19T14:34:30.587616,INFO
2021-03-24T02:34:36.825243,FATAL
2021-01-26T05:57:48.846153,CRITICAL
2020-05-14T04:10:45.532670,DEBUG
2024-04-21T14:06:19.827417,WARN
2025-02-21T21:56:26.041301,FATAL
2023-08-12T12:49:11.150924,ERROR
2021-05-21T20:26:20.441285,WARN
2024-09-06T01:19:06.268102,INFO
2022-12-21T12:34:43.141197,WARN
2024-07-23T14:44:01.616500,ERROR
2022-12-19T04:57:34.333587,ERROR
2023-02-09T10:46:12.601929,TRACE
2023-12-15T14:56:41.065275,CRITICAL
2021-09-09T11:42:39.470995,CRITICAL
2023-01-12T01:51:48.249977,TRACE
2022-05-10T00:36:15.524807,DEBUG
2023-05-02T03:04:38.412813,INFO
2022-11-29T11:46:50.493643,INFO
2024-10-08T11:22:02.187014,FATAL
2020-07-17T06:21:58.591212,TRACE
2022-10-12T05:53:03.467062,FATAL
2023-07-20T08:01:05.336059,DEBUG
2022-04-29T08:44:54.573522,FATAL
2025-01-20T14:16:10.183529,ERROR
2020-06-19T19:15:04.360761,WARN
2022-04-03T19:07:18.550125,ERROR
2020-01-29T10:03:22.398202,INFO
2022-10-15T01:33:45.589168,FATAL
2023-04-24T16:53:09.017173,DEBUG
2023-01-13T10:59:12.508093,INFO
2024-11-27T04:36:13.472590,ERROR
2023-08-15T14:50:09.043555,TRACE
2022-12-01T04:52:22.557614,FATAL
2022-07-05T20:43:05.413577,INFO
2024-02-21T23:11:51.224387,WARN
2021-01-30T20:38:17.260914,DEBUG
2021-10-16T13:14:40.196599,TRACE
2024-03-14T00:04:22.170790,TRACE
2021-07-17T00:18:11.662225,INFO
2024-03-08T19:47:06.227170,CRITICAL
2024-01-06T04:03:41.183977,DEBUG
2024-10-15T03:53:35.839900,CRITICAL
2023-02-16T15:08:49.850541,DEBUG
2020-11-12T17:41:08.443414,INFO
2024-05-16T20:43:07.814506,WARN
2020-12-26T14:39:36.080255,CRITICAL
2020-08-19T18:15:59.029137,TRACE
2021-07-22T08:18:25.951604,CRITICAL
2022-01-16T13:24:58.999219,CRITICAL
2023-04-24T17:36:58.683869,TRACE
2022-09-29T10:55:21.656348,TRACE
2021-04-18T05:30:57.403514,ERROR
2022-03-18T19:19:52.058210,WARN
2020-09-01T04:40:34.065163,TRACE
2024-08-22T12:45:19.137759,ERROR
2021-05-21T03:00:49.856348,TRACE
2023-03-24T03:10:05.665134,ERROR
2023-08-14T02:24:40.142499,WARN
2021-03-04T02:11:55.565002,TRACE
2023-07-25T04:39:59.642500,INFO
2021-04-05T21:04:33.707290,WARN
2023-07-20T07:36:49.428828,CRITICAL
2021-12-06T12:57:20.155243,CRITICAL
2020-12-22T14:43:47.002270,INFO
2021-07-28T22:45:53.387345,CRITICAL
2021-05-05T04:02:53.242831,DEBUG
2024-04-13T14:13:29.153981,TRACE
2024-02-15T19:29:22.431389,CRITICAL
2023-12-22T03:21:20.921401,WARN
2024-12-23T18:41:30.362280,CRITICAL
2023-03-19T15:07:31.499347,ERROR
2023-02-21T14:38:18.468854,CRITICAL
2020-03-23T04:36:20.749564,CRITICAL
2021-06-08T02:08:21.463685,TRACE
2022-10-15T06:02:42.112778,WARN
2022-02-02T09:57:29.027464,CRITICAL
2020-04-23T20:22:52.077416,FATAL
2021-04-09T02:37:26.916957,FATAL
2020-06-21T19:08:22.481210,FATAL
2020-02-29T21:48:30.848597,TRACE
2020-06-16T12:59:28.045102,FATAL
2023-11-04T01:28:34.917319,ERROR
2022-11-25T23:55:18.849802,DEBUG
2022-04-26T08:19:56.138231,FATAL
2024-06-18T06:53:56.411363,ERROR
2020-02-06T19:47:18.303445,FATAL
2023-02-25T19:09:54.736267,TRACE
2020-08-06T15:59:03.009973,TRACE
2024-07-03T23:22:08.182443,DEBUG
2020-01-22T05:47:36.689631,TRACE
2022-11-06T06:19:50.023683,FATAL
2023-04-30T02:02:22.549396,WARN
2024-12-08T21:28:14.266212,ERROR
2025-02-16T23:39:32.952892,WARN
2022-12-05T16:23:21.472078,INFO
2025-02-11T15:52:57.312548,CRITICAL
2021-12-10T17:07:25.660800,INFO
2021-08-16T18:28:52.517417,DEBUG
2024-10-04T11:01:31.932548,ERROR
2020-08-15T01:54:56.030967,CRITICAL
2020-10-22T22:13:57.781688,TRACE
2023-06-18T20:59:56.482244,DEBUG
2021-02-01T13:41:31.563980,TRACE
2021-01-10T12:49:14.190872,ERROR
2020-12-05T20:04:50.573686,ERROR
2024-04-25T03:34:55.852457,ERROR
2022-04-10T13:18:30.482988,INFO
2023-06-10T11:34:21.833521,CRITICAL
2021-12-28T12:51:38.733432,FATAL
2023-07-29T08:38:08.437061,TRACE
2024-08-04T19:55:45.143979,DEBUG
2023-12-12T01:37:40.335889,ERROR
2024-12-27T15:14:36.607803,INFO
2024-05-18T11:23:44.000178,ERROR
2023-08-10T02:40:57.107348,WARN
2022-12-01T13:01:50.517415,INFO
2022-03-19T19:54:40.617150,INFO
2021-11-22T04:06:05.935760,DEBUG
2022-02-11T12:05:27.418172,INFO
2020-04-29T04:30:05.358792,CRITICAL
2021-12-08T02:44:33.648177,WARN
2021-03-09T12:11:44.505836,ERROR
2022-03-24T11:58:34.068376,CRITICAL
2024-02-23T03:26:20.931726,DEBUG
2024-04-27T19:23:49.486764,WARN
2023-04-02T10:52:46.316786,FATAL
2023-09-07T10:54:50.414762,INFO
2020-11-18T09:45:40.058999,TRACE
2021-02-22T20:13:25.948491,WARN
2020-07-29T15:19:01.736171,INFO
2021-02-26T08:23:34.145252,FATAL
2021-08-07T03:37:34.962775,ERROR
2021-05-01T22:00:11.788826,ERROR
2023-10-20T13:59:07.377411,DEBUG
2020-05-27T06:46:32.550542,DEBUG
2021-06-23T03:54:57.571643,TRACE
2020-08-19T10:35:57.826261,WARN
2022-12-17T12:28:15.859089,DEBUG
2024-05-20T09:39:23.122773,FATAL
2022-03-23T18:00:21.766240,INFO
2023-09-23T10:01:56.151492,ERROR
2021-05-12T20:29:53.378210,FATAL
2020-08-01T09:06:56.561689,INFO
2023-02-17T19:53:34.182928,FATAL
2020-05-29T03:10:44.445615,FATAL
2021-06-28T11:21:33.836047,WARN
2020-10-17T21:12:46.155784,TRACE
2021-05-02T23:18:56.993834,WARN
2021-07-28T15:21:47.132587,ERROR
2021-11-29T02:55:44.766130,CRITICAL
2022-07-10T11:29:44.848349,TRACE
2024-02-13T00:32:44.008494,DEBUG
2023-09-01T21:55:34.855156,ERROR
2020-05-19T05:35:35.750239,ERROR
2025-02-12T16:18:17.740839,WARN
2020-11-18T04:02:24.475222,ERROR
2023-02-07T23:20:36.266958,ERROR
2020-06-16T00:36:45.503298,TRACE
2022-11-25T23:20:23.899254,FATAL
2024-01-18T18:56:30.297130,DEBUG
2023-12-19T09:33:26.005599,TRACE
2021-06-20T03:50:36.699515,WARN
2022-06-27T16:01:28.917457,FATAL
2022-02-16T07:38:18.923794,FATAL
2020-07-26T15:30:16.949216,WARN
2020-04-07T08:02:14.881358,FATAL
2025-03-01T05:10:54.464399,DEBUG
2020-02-20T09:23:27.235724,ERROR
2020-07-17T18:39:27.221562,TRACE
2022-11-21T22:58:47.273586,FATAL
2023-08-22T16:36:59.682028,CRITICAL
2021-11-13T10:43:00.037129,CRITICAL
2024-02-05T15:54:39.457998,INFO
2022-08-01T20:37:17.047936,CRITICAL
2024-07-08T18:37:41.213068,INFO
2020-12-18T13:56:42.107757,TRACE
2022-01-05T13:08:20.843919,TRACE
2023-09-09T23:51:59.346747,WARN
2020-05-31T01:40:33.454196,INFO
2021-06-27T16:57:09.909418,INFO
2021-01-28T02:37:02.533257,DEBUG
2022-10-29T18:42:14.504999,WARN
2020-03-15T15:06:59.981263,TRACE
2021-02-05T10:41:36.033562,INFO
2024-09-14T05:12:38.537886,WARN
2020-12-24T20:01:24.669947,FATAL
2023-02-08T20:21:26.068178,WARN
2023-02-12T21:14:34.966772,DEBUG
2022-09-03T11:14:03.746920,CRITICAL
2022-03-16T08:31:43.922288,ERROR
2024-06-18T17:21:11.227224,CRITICAL
2022-02-07T08:58:30.836956,ERROR
2020-02-03T01:51:45.441188,FATAL
2022-11-30T11:44:09.741275,DEBUG
2023-12-04T03:16:49.075366,TRACE
2022-03-22T15:36:43.618746,DEBUG
2022-01-06T15:38:57.994064,WARN
2023-06-13T14:55:06.929921,WARN
2023-10-07T16:02:56.703040,CRITICAL
2024-01-25T11:18:29.837158,FATAL
2024-11-12T09:57:46.198370,WARN
2022-03-31T16:44:55.602811,INFO
2022-12-03T02:46:02.958010,FATAL
2022-06-22T07:22:40.810379,FATAL
2021-03-30T14:16:45.372805,ERROR
2021-10-27T06:20:23.670806,DEBUG
2021-12-08T08:52:34.342361,ERROR
2022-09-26T06:04:32.550109,CRITICAL
2020-05-06T00:41:57.737322,TRACE
2023-08-26T17:44:14.100568,WARN
2023-04-11T22:38:29.479251,ERROR
2021-11-18T17:43:44.643995,INFO
2020-04-27T22:08:08.619520,FATAL
2020-07-06T15:41:31.061548,CRITICAL
2021-05-15T18:07:54.448683,CRITICAL
2024-09-10T11:13:43.343845,DEBUG
2024-02-02T05:14:41.154623,DEBUG
2023-02-05T15:05:57.852381,WARN
2024-05-13T18:25:10.348817,FATAL
2024-04-30T07:25:30.466860,INFO
2020-11-26T12:23:24.933746,INFO
2024-07-24T17:26:04.778743,INFO
2022-08-13T06:33:57.496333,DEBUG
2025-01-03T01:10:57.701879,DEBUG
2021-03-14T12:53:49.420752,WARN
2023-01-27T09:52:28.996092,CRITICAL
2022-11-15T20:34:52.868331,TRACE
2020-07-26T22:30:20.811165,CRITICAL
2021-08-19T09:28:24.934817,WARN
2022-06-14T07:29:52.446301,DEBUG
2024-10-17T04:31:49.061616,TRACE
2024-12-02T09:08:45.716036,CRITICAL
2023-06-06T16:03:01.093006,DEBUG
2023-09-03T11:10:43.103771,INFO
2022-12-17T13:37:03.392999,DEBUG
2022-10-06T04:46:50.311778,ERROR
2023-10-08T17:51:44.616788,WARN
2020-11-27T19:01:39.923466,INFO
2023-08-16T13:41:09.103195,TRACE
2020-07-28T07:20:40.629331,DEBUG
2022-08-21T03:01:07.369292,INFO
2021-03-25T23:37:54.274800,ERROR
2023-03-31T10:33:42.026457,DEBUG
2024-02-08T05:56:27.667957,DEBUG
2023-08-23T10:21:12.486800,ERROR
2021-04-10T22:12:20.362622,FATAL
2024-12-06T03:48:58.601963,ERROR
2022-12-08T12:05:04.570754,FATAL
2024-05-23T04:13:51.593448,INFO
2024-03-18T15:20:58.724066,TRACE
2020-05-08T12:36:31.580187,TRACE
2021-07-29T10:12:34.250639,INFO
2021-11-20T04:55:51.390270,WARN
2023-01-22T16:52:57.367531,FATAL
2021-05-19T06:23:56.454269,WARN
2023-11-02T17:34:31.591574,INFO
2022-04-09T04:54:19.494772,DEBUG
2020-04-29T23:12:25.978258,WARN
2024-12-09T12:43:54.240728,INFO
2021-09-28T08:09:09.423810,ERROR
2021-01-11T00:19:49.413551,TRACE
2022-01-27T00:38:22.925335,WARN
2023-09-03T02:55:40.357377,ERROR
2024-10-08T16:42:34.606929,ERROR
2024-05-14T10:21:56.866557,TRACE
2022-06-26T15:59:37.989026,CRITICAL
2024-09-12T13:47:16.393733,DEBUG
2024-01-05T08:49:24.120593,CRITICAL
2022-06-13T21:05:24.844995,DEBUG
2020-08-20T01:03:16.890948,INFO
2022-01-26T23:03:19.343332,FATAL
2020-12-06T03:33:58.594048,TRACE
2023-04-26T08:39:12.170236,FATAL
2024-08-31T09:00:02.803406,TRACE
2023-01-30T02:36:44.636577,WARN
2021-07-21T20:16:03.882627,DEBUG
2023-06-12T18:32:07.383810,WARN
2022-08-19T03:54:29.988599,FATAL
2021-03-25T04:13:08.003994,FATAL
2024-03-16T02:55:34.037396,CRITICAL
2025-02-02T20:24:23.628852,INFO
2023-02-07T20:52:56.594494,CRITICAL
2020-07-30T14:22:56.212540,ERROR
2024-03-25T16:57:01.438376,DEBUG
2022-08-24T13:28:52.741307,WARN
2021-10-03T10:36:08.396182,DEBUG
2022-08-16T03:33:44.800937,TRACE
2020-01-18T14:29:10.762632,WARN
2021-05-13T12:35:32.486440,ERROR
2022-06-25T18:52:48.313744,CRITICAL
2023-05-09T02:32:38.624689,INFO
2021-10-05T14:27:13.266820,INFO
2023-04-02T11:30:00.757474,FATAL
2021-10-17T00:54:40.433719,DEBUG
2020-01-20T11:42:38.006210,ERROR
2024-04-12T09:59:38.355160,INFO
2020-10-10T22:25:21.626714,TRACE
2023-09-02T21:53:02.712976,ERROR
2023-08-14T12:33:10.318239,DEBUG
2020-06-11T09:12:12.174805,ERROR
2024-04-30T06:24:57.307392,FATAL
2022-11-08T03:38:16.323447,FATAL
2024-06-08T04:11:20.181299,WARN
2023-11-11T09:37:08.358594,INFO
2022-10-15T01:47:22.355241,DEBUG
2022-10-14T03:25:04.403220,WARN
2023-10-20T04:01:43.237279,TRACE
2020-07-05T17:25:38.929710,WARN
2020-08-17T17:30:56.025833,DEBUG
2025-02-15T22:38:00.648017,FATAL
2020-08-01T01:08:45.826469,TRACE
2023-01-06T07:39:48.094419,FATAL
2024-03-01T09:45:13.192154,CRITICAL
2023-08-21T13:43:31.295567,ERROR
2024-06-19T12:56:24.196185,WARN
2023-08-19T04:00:45.958355,TRACE
2023-04-07T16:50:15.680226,ERROR
2024-12-27T03:05:38.762441,TRACE
2025-01-30T01:26:28.683484,INFO
2023-11-27T04:00:31.494619,ERROR
2022-11-17T17:47:27.567323,DEBUG
2023-04-13T13:42:49.592627,FATAL
2024-01-10T17:04:47.199618,CRITICAL
2024-08-27T04:34:34.203842,TRACE
2022-10-12T10:28:56.464956,TRACE
2021-11-09T09:53:36.085441,CRITICAL
2020-10-06T17:26:59.866160,DEBUG
2023-07-28T20:03:22.895945,TRACE
2024-02-23T19:55:36.630157,DEBUG
2024-02-27T12:09:19.480796,CRITICAL
2022-08-11T21:43:44.522968,INFO
2020-06-15T20:54:39.027367,CRITICAL
2023-06-09T19:00:10.333888,ERROR
2023-08-09T21:49:26.078800,FATAL
2022-08-07T20:31:42.579372,ERROR
2024-02-09T15:07:52.143289,TRACE
2025-03-04T12:00:12.546131,WARN
2020-01-07T23:03:07.147444,ERROR
2020-03-26T00:00:16.227412,DEBUG
2020-11-18T22:47:23.630345,TRACE
2022-06-02T04:54:45.713070,CRITICAL
2024-09-20T23:40:22.485088,FATAL
2021-02-03T05:25:40.342736,CRITICAL
2022-03-17T08:52:18.528501,CRITICAL
2022-08-30T08:10:07.416474,ERROR
2022-11-23T03:09:08.615912,INFO
2021-04-03T10:35:49.066603,INFO
2022-01-14T08:32:45.400772,FATAL
2024-06-19T00:29:56.031895,CRITICAL
2021-10-29T17:14:33.457886,INFO
2024-10-21T01:55:29.559535,TRACE
2023-03-26T08:54:26.438645,CRITICAL
2024-12-17T15:23:18.154503,WARN
2021-07-07T10:49:58.509606,FATAL
2024-07-07T11:32:54.323536,INFO
2022-09-20T06:02:59.994167,FATAL
2023-02-20T04:48:00.409303,ERROR
2022-07-28T04:39:21.427289,FATAL
2020-02-10T11:07:17.626922,INFO
2023-01-06T18:35:45.605815,CRITICAL
2023-05-13T00:11:44.967713,ERROR
2023-05-18T05:07:25.497924,INFO
2020-11-03T19:36:08.676077,CRITICAL
2022-03-16T19:48:43.363988,FATAL
2022-08-27T16:19:51.978053,INFO
2024-12-04T12:31:14.895585,TRACE
2023-10-21T14:03:27.384413,ERROR
2023-01-29T17:12:01.638591,ERROR
2024-11-05T01:48:11.263944,DEBUG
2024-07-24T12:59:23.246999,TRACE
2023-03-22T06:27:30.355136,ERROR
2023-01-23T20:43:30.253044,ERROR
2020-11-24T01:41:14.821497,FATAL
2023-07-15T02:09:08.373570,DEBUG
2023-12-13T16:23:49.067514,ERROR
2024-06-16T05:46:04.633207,INFO
2021-10-27T09:20:28.039259,CRITICAL
2023-12-19T23:11:00.890670,ERROR
